rownumber,cruise_id,station_name,station,line_id,date_time,*collection_date,collection_time,decimalLongitude,decimalLatitude,size_frac_um,split_size,tow_time_min,flowmeter_in,flowmeter_out,flowmeter_diff,inpeller_constant,distance_m,net_size,net_area,tow_speed,filt_volume,conc_volume,notes,processed,process_date
1,WS15208,Molasses Reef,MR,,2015-07-27T22:00:00Z,7/27/15,22:00:00,-80.38,25.01,200,0.5,7.6,0,959.5,959.5,0.245,235.1,0.5,0.20,0.52,46.2,,,,
2,WS15208,Molasses Reef,MR,,2015-07-27T22:00:00Z,7/27/15,22:00:00,-80.38,25.01,500,0.5,7.6,0,959.5,959.5,0.245,235.1,0.5,0.20,0.52,46.2,,,,
3,WS15208,Molasses Reef,MR,,2015-07-27T22:11:00Z,7/27/15,22:11:00,-80.38,25.01,64,0.25,5.5,0,270.5,270.5,0.245,66.3,0.6,0.28,0.20,18.7,,,,
4,WS15208,Western Sambo,WS,,2015-07-28T00:07:00Z,7/28/15,0:07:00,-81.717,24.478,64,0.25,5.5,20000,20806.3,806.3,0.245,197.5,0.6,0.28,0.60,55.9,,,,
5,WS15208,Looe Key (deep),LK,,2015-07-28T19:23:00Z,7/28/15,19:23:00,-81.413,24.538,200,0.5,6.4,0,1004.3,1004.3,0.245,246.1,0.5,0.20,0.64,48.3,,,,
6,WS15208,Looe Key (deep),LK,,2015-07-28T19:23:00Z,7/28/15,19:23:00,-81.413,24.538,500,0.5,6.4,0,1004.3,1004.3,0.245,246.1,0.5,0.20,0.64,48.3,,,,
7,WS15208,Looe Key (deep),LK,,2015-07-28T19:52:00Z,7/28/15,19:52:00,-81.413,24.538,64,0.25,4.6,0,449.3,449.3,0.245,110.1,0.6,0.28,0.40,31.1,,Lost 5% of sample during washdown,,
8,WS15208,Western Sambo,WS,,2015-07-28T23:57:00Z,7/28/15,23:57:00,-81.717,24.478,200,0.5,6.0,4.7,100,95.3,0.245,23.3,0.5,0.20,0.06,4.6,,Issue with flowmeter here - had trouble resetting properly,,
9,WS15208,Western Sambo,WS,,2015-07-28T23:57:00Z,7/28/15,23:57:00,-81.717,24.478,500,0.5,6.0,4.7,100,95.3,0.245,23.3,0.5,0.20,0.06,4.6,,Issue with flowmeter here - had trouble resetting properly,,
10,WS15264,Molasses Reef,MR,,2015-09-21T09:43:00Z,9/21/15,9:43:00,-80.38,25.01,64,0.25,4.1,42839.3,42999.9,160.6,0.245,39.3,0.6,0.28,0.16,11.1,,,,
11,WS15264,Molasses Reef,MR,,2015-09-21T09:50:00Z,9/21/15,9:50:00,-80.38,25.01,200,0.5,4.8,1001,2001,1000,0.245,245.0,0.5,0.20,0.85,48.1,,,,
12,WS15264,Molasses Reef,MR,,2015-09-21T09:50:00Z,9/21/15,9:50:00,-80.38,25.01,500,0.5,4.8,1001,2001,1000,0.245,245.0,0.5,0.20,0.85,48.1,,,,
13,WS15264,Looe Key (deep),LK,,2015-09-22T12:15:00Z,9/22/15,12:15:00,-81.413,24.538,200,0.5,6.2,1.8,152.5,150.7,0.245,36.9,0.5,0.20,0.10,7.2,,,,
14,WS15264,Looe Key (deep),LK,,2015-09-22T12:15:00Z,9/22/15,12:15:00,-81.413,24.538,500,0.5,6.2,1.8,152.5,150.7,0.245,36.9,0.5,0.20,0.10,7.2,,,,
15,WS15264,Looe Key (deep),LK,,2015-09-22T12:25:00Z,9/22/15,12:25:00,-81.413,24.538,64,0.25,5.7,3.9,563.4,559.5,0.245,137.1,0.6,0.28,0.40,38.8,,,,
16,WS15264,Western Sambo,WS,,2015-09-22T15:33:00Z,9/22/15,15:33:00,-81.717,24.478,200,0.5,5.9,152.6,212.8,60.2,0.245,14.7,0.5,0.20,0.04,2.9,,,,
17,WS15264,Western Sambo,WS,,2015-09-22T15:33:00Z,9/22/15,15:33:00,-81.717,24.478,500,0.5,5.9,152.6,212.8,60.2,0.245,14.7,0.5,0.20,0.04,2.9,,,,
18,WS15264,Western Sambo,WS,,2015-09-22T15:45:00Z,9/22/15,15:45:00,-81.717,24.478,64,0.25,4.5,563.4,1098,534.6,0.245,131.0,0.6,0.28,0.49,37.0,,,,
19,WS15320,Molasses Reef,MR,,2015-11-16T21:45:00Z,11/16/15,21:45:00,-80.38,25.01,200,0.5,5.0,0,200.9,200.9,0.245,49.2,0.5,0.20,0.16,9.7,,,,
20,WS15320,Molasses Reef,MR,,2015-11-16T21:45:00Z,11/16/15,21:45:00,-80.38,25.01,500,0.5,5.0,0,200.9,200.9,0.245,49.2,0.5,0.20,0.16,9.7,,,,
21,WS15320,Molasses Reef,MR,,2015-11-16T21:55:00Z,11/16/15,21:55:00,-80.38,25.01,64,0.25,5.0,0,481.4,481.4,0.245,117.9,0.6,0.28,0.39,33.3,,,,
22,WS15320,Looe Key (deep),LK,,2015-11-17T10:42:00Z,11/17/15,10:42:00,-81.413,24.538,64,0.25,5.0,0,726.6,726.6,0.245,178.0,0.6,0.28,0.59,50.3,,,,
23,WS15320,Looe Key (deep),LK,,2015-11-17T10:51:00Z,11/17/15,10:51:00,-81.413,24.538,200,0.5,5.0,0,994.3,994.3,0.245,243.6,0.5,0.20,0.81,47.8,,,,
24,WS15320,Looe Key (deep),LK,,2015-11-17T10:51:00Z,11/17/15,10:51:00,-81.413,24.538,500,0.5,5.0,0,994.3,994.3,0.245,243.6,0.5,0.20,0.81,47.8,,,,
25,WS15320,Western Sambo,WS,,2015-11-17T13:15:00Z,11/17/15,13:15:00,-81.717,24.478,200,0.5,5.0,0,1009.9,1009.9,0.245,247.4,0.5,0.20,0.82,48.6,,,,
26,WS15320,Western Sambo,WS,,2015-11-17T13:15:00Z,11/17/15,13:15:00,-81.717,24.478,500,0.5,5.0,0,1009.9,1009.9,0.245,247.4,0.5,0.20,0.82,48.6,,,,
27,WS15320,Western Sambo,WS,,2015-11-17T13:24:00Z,11/17/15,13:24:00,-81.717,24.478,64,0.25,5.0,0,1110.6,1110.6,0.245,272.1,0.6,0.28,0.91,76.9,,,,
28,WS16004,Molasses Reef,MR,,2016-01-04T21:09:00Z,1/4/16,21:09:00,-80.38,25.01,200,0.5,5.0,0,729.7,729.7,0.245,178.8,0.5,0.20,0.60,35.1,,,,
29,WS16004,Molasses Reef,MR,,2016-01-04T21:09:00Z,1/4/16,21:09:00,-80.38,25.01,500,0.5,5.0,0,729.7,729.7,0.245,178.8,0.5,0.20,0.60,35.1,,,,
30,WS16004,Molasses Reef,MR,,2016-01-04T21:13:00Z,1/4/16,21:13:00,-80.38,25.01,64,0.25,5.0,0,530.4,530.4,0.245,129.9,0.6,0.28,0.43,36.7,,,,
31,WS16004,Looe Key (deep),LK,,2016-01-05T11:18:00Z,1/5/16,11:18:00,-81.413,24.538,200,0.5,5.0,0,675.2,675.2,0.245,165.4,0.5,0.20,0.55,32.5,,,,
32,WS16004,Looe Key (deep),LK,,2016-01-05T11:18:00Z,1/5/16,11:18:00,-81.413,24.538,500,0.5,5.0,0,675.2,675.2,0.245,165.4,0.5,0.20,0.55,32.5,,,,
33,WS16004,Looe Key (deep),LK,,2016-01-05T11:27:00Z,1/5/16,11:27:00,-81.413,24.538,64,0.25,6.0,0,101.9,101.9,0.245,25.0,0.6,0.28,0.07,7.1,,flow meter might have been stuck,,
34,WS16004,Western Sambo,WS,,2016-01-05T15:00:00Z,1/5/16,15:00:00,-81.717,24.478,200,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,"yes, flow meter stuck",,
35,WS16004,Western Sambo,WS,,2016-01-05T15:00:00Z,1/5/16,15:00:00,-81.717,24.478,500,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,"yes, flow meter stuck",,
36,WS16004,Western Sambo,WS,,2016-01-05T15:06:00Z,1/5/16,15:06:00,-81.717,24.478,64,0.25,5.0,0,817.2,817.2,0.245,200.2,0.6,0.28,0.67,56.6,,,,
37,WS16074,Molasses Reef,MR,,2016-03-14T21:15:00Z,3/14/16,21:15:00,-80.38,25.01,200,,5.5,0,100.5,100.5,0.245,24.6,0.5,0.20,0.07,4.8,,,,
38,WS16074,Molasses Reef,MR,,2016-03-14T21:15:00Z,3/14/16,21:15:00,-80.38,25.01,500,,5.5,0,100.5,100.5,0.245,24.6,0.5,0.20,0.07,4.8,,,,
39,WS16074,Molasses Reef,MR,,2016-03-14T21:50:00Z,3/14/16,21:50:00,-80.38,25.01,200,,5.0,0,155,155,0.245,38.0,0.5,0.20,0.13,7.5,,,,
40,WS16074,Molasses Reef,MR,,2016-03-14T21:50:00Z,3/14/16,21:50:00,-80.38,25.01,500,,5.0,0,155,155,0.245,38.0,0.5,0.20,0.13,7.5,,,,
41,WS16074,Molasses Reef,MR,,2016-03-14T22:10:00Z,3/14/16,22:10:00,-80.38,25.01,200,,5.0,0,1142.2,1142.2,0.245,279.8,0.5,0.20,0.93,54.9,,,,
42,WS16074,Molasses Reef,MR,,2016-03-14T22:10:00Z,3/14/16,22:10:00,-80.38,25.01,500,,5.0,0,1142.2,1142.2,0.245,279.8,0.5,0.20,0.93,54.9,,,,
43,WS16074,Molasses Reef,MR,,2016-03-14T22:20:00Z,3/14/16,22:20:00,-80.38,25.01,64,,3.0,0,105.9,105.9,0.245,25.9,0.6,0.28,0.14,7.3,,,,
44,WS16074,Molasses Reef,MR,,2016-03-14T22:26:00Z,3/14/16,22:26:00,-80.38,25.01,64,,3.0,0,135.5,135.5,0.245,33.2,0.6,0.28,0.18,9.4,,,,
45,WS16074,Molasses Reef,MR,,2016-03-14T22:33:00Z,3/14/16,22:33:00,-80.38,25.01,64,,5.0,0,177.3,177.3,0.245,43.4,0.6,0.28,0.14,12.3,,,,
46,WS16074,Looe Key (deep),LK,,2016-03-15T12:30:00Z,3/15/16,12:30:00,-81.413,24.538,64,,3.0,0,121.9,121.9,0.245,29.9,0.6,0.28,0.17,8.4,,,,
47,WS16074,Looe Key (deep),LK,,2016-03-15T12:36:00Z,3/15/16,12:36:00,-81.413,24.538,200,,5.0,0,99.9,99.9,0.245,24.5,0.5,0.20,0.08,4.8,,,,
48,WS16074,Looe Key (deep),LK,,2016-03-15T12:36:00Z,3/15/16,12:36:00,-81.413,24.538,500,,5.0,0,99.9,99.9,0.245,24.5,0.5,0.20,0.08,4.8,,,,
49,WS16074,Looe Key (deep),LK,,2016-03-15T12:42:00Z,3/15/16,12:42:00,-81.413,24.538,64,,5.0,0,168.6,168.6,0.245,41.3,0.6,0.28,0.14,11.7,,,,
50,WS16074,Looe Key (deep),LK,,2016-03-15T12:49:00Z,3/15/16,12:49:00,-81.413,24.538,200,,5.0,0,99.9,99.9,0.245,24.5,0.5,0.20,0.08,4.8,,,,
51,WS16074,Looe Key (deep),LK,,2016-03-15T12:49:00Z,3/15/16,12:49:00,-81.413,24.538,500,,5.0,0,99.9,99.9,0.245,24.5,0.5,0.20,0.08,4.8,,,,
52,WS16074,Looe Key (deep),LK,,2016-03-15T12:56:00Z,3/15/16,12:56:00,-81.413,24.538,64,,5.0,0,204.3,204.3,0.245,50.1,0.6,0.28,0.17,14.2,,,,
53,WS16074,Looe Key (deep),LK,,2016-03-15T13:02:00Z,3/15/16,13:02:00,-81.413,24.538,200,,5.0,11111.1,11169.4,58.3,0.245,14.3,0.5,0.20,0.05,2.8,,,,
54,WS16074,Looe Key (deep),LK,,2016-03-15T13:02:00Z,3/15/16,13:02:00,-81.413,24.538,500,,5.0,11111.1,11169.4,58.3,0.245,14.3,0.5,0.20,0.05,2.8,,,,
55,WS16074,Western Sambo,WS,,2016-03-15T13:36:00Z,3/15/16,13:36:00,-81.717,24.478,200,,5.0,11189.2,11196.6,7.4,0.245,1.8,0.5,0.20,0.01,0.4,,,,
56,WS16074,Western Sambo,WS,,2016-03-15T13:36:00Z,3/15/16,13:36:00,-81.717,24.478,500,,5.0,11189.2,11196.6,7.4,0.245,1.8,0.5,0.20,0.01,0.4,,,,
57,WS16074,Western Sambo,WS,,2016-03-15T14:20:00Z,3/15/16,14:20:00,-81.717,24.478,64,,3.0,2.6,34.6,32,0.245,7.8,0.6,0.28,0.04,2.2,,,,
58,WS16074,Western Sambo,WS,,2016-03-15T14:26:00Z,3/15/16,14:26:00,-81.717,24.478,200,,5.0,11169.4,11189.2,19.8,0.245,4.9,0.5,0.20,0.02,1.0,,,,
59,WS16074,Western Sambo,WS,,2016-03-15T14:26:00Z,3/15/16,14:26:00,-81.717,24.478,500,,5.0,11169.4,11189.2,19.8,0.245,4.9,0.5,0.20,0.02,1.0,,,,
60,WS16074,Western Sambo,WS,,2016-03-15T14:31:00Z,3/15/16,14:31:00,-81.717,24.478,64,,4.5,0,94.1,94.1,0.245,23.1,0.6,0.28,0.09,6.5,,,,
61,WS16074,Western Sambo,WS,,2016-03-15T14:40:00Z,3/15/16,14:40:00,-81.717,24.478,64,,3.0,0,40.1,40.1,0.245,9.8,0.6,0.28,0.05,2.8,,,,
62,WS16074,Western Sambo,WS,,2016-03-15T14:50:00Z,3/15/16,14:50:00,-81.717,24.478,200,,5.0,11196.6,11200,3.4,0.245,0.8,0.5,0.20,0.00,0.2,,,,
63,WS16074,Western Sambo,WS,,2016-03-15T14:50:00Z,3/15/16,14:50:00,-81.717,24.478,500,,5.0,11196.6,11200,3.4,0.245,0.8,0.5,0.20,0.00,0.2,,,,
64,WS16130,Molasses Reef,MR,,2016-05-09T23:15:00Z,5/9/16,23:15:00,-80.38,25.01,64,0.25,5.0,0,370.4,370.4,0.245,90.7,0.6,0.28,0.30,25.7,,,,
65,WS16130,Molasses Reef,MR,,2016-05-09T23:23:00Z,5/9/16,23:23:00,-80.38,25.01,200,0.5,5.0,11230.1,11918.7,688.6,0.245,168.7,0.5,0.20,0.56,33.1,,,,
66,WS16130,Molasses Reef,MR,,2016-05-09T23:23:00Z,5/9/16,23:23:00,-80.38,25.01,500,0.5,5.0,11230.1,11918.7,688.6,0.245,168.7,0.5,0.20,0.56,33.1,,,,
67,WS16130,Looe Key (deep),LK,,2016-05-10T13:03:00Z,5/10/16,13:03:00,-81.413,24.538,64,0.25,5.0,0,11484.3,11484.3,0.245,2813.7,0.6,0.28,9.38,795.5,,,,
68,WS16130,Looe Key (deep),LK,,2016-05-10T13:08:00Z,5/10/16,13:08:00,-81.413,24.538,200,0.5,5.0,0,11584.2,11584.2,0.245,2838.1,0.5,0.20,9.46,557.3,,Issues w/flowmeters at LK,,
69,WS16130,Looe Key (deep),LK,,2016-05-10T13:08:00Z,5/10/16,13:08:00,-81.413,24.538,500,0.5,5.0,0,11584.2,11584.2,0.245,2838.1,0.5,0.20,9.46,557.3,,Issues w/flowmeters at LK,,
70,WS16130,Western Sambo,WS,,2016-05-10T16:13:00Z,5/10/16,16:13:00,-81.717,24.478,64,0.25,5.0,0,446.8,446.8,0.245,109.5,0.6,0.28,0.36,31.0,,,,
71,WS16130,Western Sambo,WS,,2016-05-10T16:20:00Z,5/10/16,16:20:00,-81.717,24.478,200,0.5,5.0,0,204.5,204.5,0.245,50.1,0.5,0.20,0.17,9.8,,,,
72,WS16130,Western Sambo,WS,,2016-05-10T16:20:00Z,5/10/16,16:20:00,-81.717,24.478,500,0.5,5.0,0,204.5,204.5,0.245,50.1,0.5,0.20,0.17,9.8,,,,
73,WS16207,Molasses Reef,MR,,2016-07-25T23:45:00Z,7/25/16,23:45:00,-80.38,25.01,500,,5.0,33333,33400,67,0.245,16.4,0.5,0.20,0.05,3.2,,,,
74,WS16207,Molasses Reef,MR,,2016-07-25T23:45:00Z,7/25/16,23:45:00,-80.38,25.01,200,,5.0,33333,33400,67,0.245,16.4,0.5,0.20,0.05,3.2,,,,
75,WS16207,Molasses Reef,MR,,2016-07-25T23:45:00Z,7/25/16,23:45:00,-80.38,25.01,64,,5.0,33333,33392,59,0.245,14.5,0.6,0.28,0.05,4.1,,,,
76,WS16207,Looe Key (deep),LK,,2016-07-26T12:05:00Z,7/26/16,12:05:00,-81.413,24.538,200,,5.0,33400,33419.3,19.3,0.245,4.7,0.5,0.20,0.02,0.9,,,,
77,WS16207,Looe Key (deep),LK,,2016-07-26T12:05:00Z,7/26/16,12:05:00,-81.413,24.538,500,,5.0,33400,33419.3,19.3,0.245,4.7,0.5,0.20,0.02,0.9,,,,
78,WS16207,Looe Key (deep),LK,,2016-07-26T12:05:00Z,7/26/16,12:05:00,-81.413,24.538,64,,5.0,33392,33600.2,208.2,0.245,51.0,0.6,0.28,0.17,14.4,,,,
79,WS16207,Western Sambo,WS,,2016-07-26T14:54:00Z,7/26/16,14:54:00,-81.717,24.478,200,,5.0,33419.3,33490.9,71.6,0.245,17.5,0.5,0.20,0.06,3.4,,,,
80,WS16207,Western Sambo,WS,,2016-07-26T14:54:00Z,7/26/16,14:54:00,-81.717,24.478,500,,5.0,33419.3,33490.9,71.6,0.245,17.5,0.5,0.20,0.06,3.4,,,,
81,WS16207,Western Sambo,WS,,2016-07-26T14:54:00Z,7/26/16,14:54:00,-81.717,24.478,64,,5.0,33600.2,33939.7,339.5,0.245,83.2,0.6,0.28,0.28,23.5,,,,
82,WS16263,Molasses Reef,MR,,2016-09-19T21:00:00Z,9/19/16,21:00:00,-80.38,25.01,64,,5.0,0,91.9,91.9,0.245,22.5,0.6,0.28,0.08,6.4,,,,
83,WS16263,Molasses Reef,MR,,2016-09-19T21:05:00Z,9/19/16,21:05:00,-80.38,25.01,200,,5.0,0,376.5,376.5,0.245,92.2,0.5,0.20,0.31,18.1,,,,
84,WS16263,Molasses Reef,MR,,2016-09-19T21:05:00Z,9/19/16,21:05:00,-80.38,25.01,500,,5.0,0,376.5,376.5,0.245,92.2,0.5,0.20,0.31,18.1,,,,
85,WS16263,Looe Key (deep),LK,,2016-09-20T11:51:00Z,9/20/16,11:51:00,-81.413,24.538,200,,5.0,0,633.8,633.8,0.245,155.3,0.5,0.20,0.52,30.5,,,,
86,WS16263,Looe Key (deep),LK,,2016-09-20T11:51:00Z,9/20/16,11:51:00,-81.413,24.538,500,,5.0,0,633.8,633.8,0.245,155.3,0.5,0.20,0.52,30.5,,,,
87,WS16263,Looe Key (deep),LK,,2016-09-20T11:56:00Z,9/20/16,11:56:00,-81.413,24.538,64,,5.0,0,207.9,207.9,0.245,50.9,0.6,0.28,0.17,14.4,,,,
88,WS16263,Western Sambo,WS,,2016-09-20T16:25:00Z,9/20/16,16:25:00,-81.717,24.478,200,,5.0,0,500.9,500.9,0.245,122.7,0.5,0.20,0.41,24.1,,ship sped up for 30 sec,,
89,WS16263,Western Sambo,WS,,2016-09-20T16:25:00Z,9/20/16,16:25:00,-81.717,24.478,500,,5.0,0,500.9,500.9,0.245,122.7,0.5,0.20,0.41,24.1,,ship sped up for 30 sec,,
90,WS16263,Western Sambo,WS,,2016-09-20T16:30:00Z,9/20/16,16:30:00,-81.717,24.478,64,,5.0,0,323.7,323.7,0.245,79.3,0.6,0.28,0.26,22.4,,,,
91,WS16319,Molasses Reef,MR,,2016-11-14T19:45:00Z,11/14/16,19:45:00,-80.38,25.01,64,0.25,5.0,45623,46000.9,377.9,0.245,92.6,0.6,0.28,0.31,26.2,,,,
92,WS16319,Molasses Reef,MR,,2016-11-14T19:45:00Z,11/14/16,19:45:00,-80.38,25.01,200,0.5,5.0,500.9,517.7,16.8,0.245,4.1,0.5,0.20,0.01,0.8,,,,
93,WS16319,Molasses Reef,MR,,2016-11-14T19:45:00Z,11/14/16,19:45:00,-80.38,25.01,500,0.5,5.0,500.9,517.7,16.8,0.245,4.1,0.5,0.20,0.01,0.8,,,,
94,WS16319,Looe Key (deep),LK,,2016-11-15T12:18:00Z,11/15/16,12:18:00,-81.413,24.538,64,0.5,5.0,46000.9,,-46000.9,0.245,-11270.2,0.6,0.28,-37.57,-3186.6,,,,
95,WS16319,Looe Key (deep),LK,,2016-11-15T12:18:00Z,11/15/16,12:18:00,-81.413,24.538,200,0.5,5.0,517.7,1000,482.3,0.245,118.2,0.5,0.20,0.39,23.2,,,,
96,WS16319,Looe Key (deep),LK,,2016-11-15T12:18:00Z,11/15/16,12:18:00,-81.413,24.538,500,0.5,5.0,517.7,1000,482.3,0.245,118.2,0.5,0.20,0.39,23.2,,,,
97,WS16319,Western Sambo,WS,,2016-11-15T15:22:00Z,11/15/16,15:22:00,-81.717,24.478,64,0.25,5.0,0,158.6,158.6,0.245,38.9,0.6,0.28,0.13,11.0,,,,
98,WS16319,Western Sambo,WS,,2016-11-15T15:22:00Z,11/15/16,15:22:00,-81.717,24.478,200,0.5,5.0,1000,1009.9,9.9,0.245,2.4,0.5,0.20,0.01,0.5,,,,
99,WS16319,Western Sambo,WS,,2016-11-15T15:22:00Z,11/15/16,15:22:00,-81.717,24.478,500,0.5,5.0,1000,1009.9,9.9,0.245,2.4,0.5,0.20,0.01,0.5,,,,
100,WS17030,Molasses Reef,MR,,2017-01-30T21:10:00Z,1/30/17,21:10:00,-80.38,25.01,200,0.5,5.0,66666.6,66665.8,-0.8,0.245,-0.2,0.5,0.20,0.00,0.0,,flow out negative,,
101,WS17030,Molasses Reef,MR,,2017-01-30T21:10:00Z,1/30/17,21:10:00,-80.38,25.01,500,0.5,5.0,66666.6,66665.8,-0.8,0.245,-0.2,0.5,0.20,0.00,0.0,,flow out negative,,
102,WS17030,Molasses Reef,MR,,2017-01-30T21:20:00Z,1/30/17,21:20:00,-80.38,25.01,64,0.25,5.0,159.2,432.1,272.9,0.245,66.9,0.6,0.28,0.22,18.9,,"flow out negative; read wrong from sheet looks to be 4321 but the ""21"" looks like a 4",,
103,WS17030,Looe Key (deep),LK,,2017-01-31T11:28:00Z,1/31/17,11:28:00,-81.413,24.538,200,0.5,5.0,66671.8,66765.4,93.6,0.245,22.9,0.5,0.20,0.08,4.5,,,,
104,WS17030,Looe Key (deep),LK,,2017-01-31T11:28:00Z,1/31/17,11:28:00,-81.413,24.538,500,0.5,5.0,66671.8,66765.4,93.6,0.245,22.9,0.5,0.20,0.08,4.5,,,,
105,WS17030,Looe Key (deep),LK,,2017-01-31T11:37:00Z,1/31/17,11:37:00,-81.413,24.538,64,0.5,5.0,432,822.4,390.4,0.245,95.6,0.6,0.28,0.32,27.0,,,,
106,WS17030,Western Sambo,WS,,2017-01-31T14:37:00Z,1/31/17,14:37:00,-81.717,24.478,200,0.5,5.0,66098.6,66801,702.4,0.245,172.1,0.5,0.20,0.57,33.8,,"flow out negative; looks like leading ""99"" was supposed to be leading ""66"", if change volumes makes sense and if you look at LK/21 end flow should be start flow",,
107,WS17030,Western Sambo,WS,,2017-01-31T14:37:00Z,1/31/17,14:37:00,-81.717,24.478,500,0.5,5.0,66098.6,66801,702.4,0.245,172.1,0.5,0.20,0.57,33.8,,"flow out negative; looks like leading ""99"" was supposed to be leading ""66"", if change volumes makes sense and if you look at LK/21 end flow should be start flow",,
108,WS17030,Western Sambo,WS,,2017-01-31T14:49:00Z,1/31/17,14:49:00,-81.717,24.478,64,0.25,5.0,822.4,1299.1,476.7,0.245,116.8,0.6,0.28,0.39,33.0,,"high distance, flowmeter issue?, almost certain flow out has extra leading `1`",,
109,WS17086,Molasses Reef,MR,,2017-03-27T22:30:00Z,3/27/17,22:30:00,-80.38,25.01,64,0.25,5.0,0,434.2,434.2,0.245,106.4,0.6,0.28,0.35,30.1,,,,
110,WS17086,Molasses Reef,MR,,2017-03-27T23:30:00Z,3/27/17,23:30:00,-80.38,25.01,200,0.5,5.0,0,345.9,345.9,0.245,84.7,0.5,0.20,0.28,16.6,,,,
111,WS17086,Molasses Reef,MR,,2017-03-27T23:30:00Z,3/27/17,23:30:00,-80.38,25.01,500,0.5,5.0,0,345.9,345.9,0.245,84.7,0.5,0.20,0.28,16.6,,,,
112,WS17086,Looe Key (deep),LK,,2017-03-28T14:15:00Z,3/28/17,14:15:00,-81.413,24.538,64,0.5,5.0,0,902.4,902.4,0.245,221.1,0.6,0.28,0.74,62.5,,,,
113,WS17086,Looe Key (deep),LK,,2017-03-28T14:15:00Z,3/28/17,14:15:00,-81.413,24.538,200,0.5,5.0,0,108,108,0.245,26.5,0.5,0.20,0.09,5.2,,,,
114,WS17086,Looe Key (deep),LK,,2017-03-28T14:15:00Z,3/28/17,14:15:00,-81.413,24.538,500,0.5,5.0,0,108,108,0.245,26.5,0.5,0.20,0.09,5.2,,,,
115,WS17086,Western Sambo,WS,,2017-03-28T17:45:00Z,3/28/17,17:45:00,-81.717,24.478,64,0.25,5.0,0,538.1,538.1,0.245,131.8,0.6,0.28,0.44,37.3,,,,
116,WS17086,Western Sambo,WS,,2017-03-28T17:45:00Z,3/28/17,17:45:00,-81.717,24.478,200,0.5,5.0,0,99.9,99.9,0.245,24.5,0.5,0.20,0.08,4.8,,,,
117,WS17086,Western Sambo,WS,,2017-03-28T17:45:00Z,3/28/17,17:45:00,-81.717,24.478,500,0.5,5.0,0,99.9,99.9,0.245,24.5,0.5,0.20,0.08,4.8,,,,
118,WS17170,Molasses Reef,MR,,2017-06-19T00:13:00Z,6/19/17,0:13:00,-80.38,25.01,64,0.25,5.0,538.1,1334.4,796.3,0.245,195.1,0.6,0.28,0.65,55.2,,,,
119,WS17170,Molasses Reef,MR,,2017-06-19T00:21:00Z,6/19/17,0:21:00,-80.38,25.01,200,0.5,5.0,99.9,990.7,890.8,0.245,218.2,0.5,0.20,0.73,42.9,,,,
120,WS17170,Molasses Reef,MR,,2017-06-19T00:21:00Z,6/19/17,0:21:00,-80.38,25.01,500,0.5,5.0,99.9,990.7,890.8,0.245,218.2,0.5,0.20,0.73,42.9,,,,
121,WS17170,Looe Key (deep),LK,,2017-06-20T15:33:00Z,6/20/17,15:33:00,-81.413,24.538,200,0.5,5.0,990.7,1981.1,990.4,0.245,242.6,0.5,0.20,0.81,47.6,,,,
122,WS17170,Looe Key (deep),LK,,2017-06-20T15:33:00Z,6/20/17,15:33:00,-81.413,24.538,500,0.5,5.0,990.7,1981.1,990.4,0.245,242.6,0.5,0.20,0.81,47.6,,,,
123,WS17170,Looe Key (deep),LK,,2017-06-20T15:41:00Z,6/20/17,15:41:00,-81.413,24.538,64,0.25,5.0,11120,11906.7,786.7,0.245,192.7,0.6,0.28,0.64,54.5,,,,
124,WS17170,Western Sambo,WS,,2017-06-20T19:11:00Z,6/20/17,19:11:00,-81.717,24.478,64,0.25,5.0,11906.7,12496.8,590.1,0.245,144.6,0.6,0.28,0.48,40.9,,,,
125,WS17170,Western Sambo,WS,,2017-06-20T19:17:00Z,6/20/17,19:17:00,-81.717,24.478,200,0.5,5.0,11981.1,12011.1,30,0.245,7.4,0.5,0.20,0.02,1.4,,flowmeter stuck,,
126,WS17170,Western Sambo,WS,,2017-06-20T19:17:00Z,6/20/17,19:17:00,-81.717,24.478,500,0.5,5.0,11981.1,12011.1,30,0.245,7.4,0.5,0.20,0.02,1.4,,flowmeter stuck,,
127,WS17282,Molasses Reef,MR,,2017-10-09T01:20:00Z,10/9/17,1:20:00,-80.38,25.01,200,0.5,5.0,0,990.9,990.9,0.245,242.8,0.5,0.20,0.81,47.7,,,,
128,WS17282,Molasses Reef,MR,,2017-10-09T01:20:00Z,10/9/17,1:20:00,-80.38,25.01,500,0.5,5.0,0,990.9,990.9,0.245,242.8,0.5,0.20,0.81,47.7,,,,
129,WS17282,Molasses Reef,MR,,2017-10-09T01:35:00Z,10/9/17,1:35:00,-80.38,25.01,64,0.25,5.0,0,849.1,849.1,0.245,208.0,0.6,0.28,0.69,58.8,,spilled ~5% after washing,,
130,WS17282,Looe Key (deep),LK,,2017-10-10T19:15:00Z,10/10/17,19:15:00,-81.413,24.538,200,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,,,
131,WS17282,Looe Key (deep),LK,,2017-10-10T19:15:00Z,10/10/17,19:15:00,-81.413,24.538,500,0.5,5.0,0,100.9,100.9,0.245,24.7,0.5,0.20,0.08,4.9,,,,
